customer_id,age,gender,country,device,traffic_source,session_duration,pages_viewed,previous_orders,experiment_group,purchase_prob,purchased
113,38,Female,India,Mobile,Email,11.43,24,0,B,0.492,True
114,42,Female,India,Mobile,Ads,14.23,25,2,A,0.527,True
115,44,Male,India,Mobile,Ads,12.96,30,2,A,0.54,True
116,58,Female,India,Desktop,Email,11.9,26,2,B,0.567,False
117,27,Male,India,Mobile,Ads,15.34,27,3,B,0.636,True
118,18,Male,USA,Other,Ads,13.47,24,0,A,0.455,True
119,59,Female,Australia,Mobile,Email,9.34,17,1,B,0.466,False
120,34,Female,UK,Desktop,Organic,8.32,15,2,A,0.418,True
121,24,Female,UK,Mobile,Ads,16.88,30,3,B,0.667,True
122,48,Male,India,Mobile,Social,10.38,22,4,A,0.534,True
123,41,Male,India,Mobile,Organic,10.32,16,1,A,0.413,True
124,44,Male,Australia,Mobile,Email,9.15,20,1,B,0.48,True
125,37,Female,USA,Other,Organic,9.99,24,2,A,0.48,True
126,51,Male,Australia,Mobile,Ads,12.06,29,2,B,0.584,False
127,21,Male,Canada,Mobile,Ads,12.9,26,2,B,0.577,False
128,32,Male,Canada,Mobile,Social,10.37,24,2,B,0.542,True
129,56,Female,India,Mobile,Email,9.74,19,2,B,0.51,False
130,50,Female,USA,Mobile,Social,10.32,17,3,B,0.536,False
131,31,Female,India,Mobile,Organic,11.15,18,2,A,0.462,True
132,18,Male,India,Other,Organic,12.32,19,3,A,0.508,True
133,37,Male,USA,Other,Organic,6.03,14,2,A,0.39,True
134,54,Male,India,Other,Email,7.74,14,2,B,0.465,False
135,39,Female,India,Mobile,Organic,10.72,25,3,A,0.522,True
136,53,Male,India,Mobile,Ads,11.5,28,1,A,0.485,True
137,32,Female,India,Mobile,Organic,11.35,27,0,A,0.449,False
138,38,Female,USA,Mobile,Organic,8.25,19,0,B,0.435,False
139,51,Male,USA,Mobile,Email,9.43,19,7,A,0.599,False
140,40,Male,USA,Desktop,Organic,8.93,14,1,B,0.447,False
141,28,Female,Australia,Mobile,Ads,16.42,35,1,A,0.569,False
142,48,Male,India,Mobile,Ads,7.98,19,1,B,0.463,True
143,58,Female,UK,Mobile,Organic,11.76,20,3,A,0.508,True
144,36,Female,Germany,Desktop,Ads,10.78,18,1,A,0.428,False
145,54,Female,Australia,Mobile,Ads,11.41,28,1,A,0.484,False
146,47,Male,UK,Mobile,Ads,9.66,22,2,B,0.525,True
147,50,Female,UK,Mobile,Ads,9.33,19,1,B,0.476,True
148,20,Female,USA,Desktop,Organic,10.15,19,2,B,0.514,False
149,60,Male,India,Desktop,Ads,11.28,21,1,B,0.506,False
150,29,Female,Canada,Desktop,Organic,14.07,28,4,A,0.601,True
151,40,Male,Germany,Desktop,Email,12.65,20,2,B,0.545,True
152,54,Female,India,Mobile,Organic,8.21,16,1,B,0.45,False
153,19,Female,India,Desktop,Social,17.14,33,1,B,0.624,False
154,46,Female,India,Mobile,Ads,11.21,17,2,B,0.515,False
155,33,Male,USA,Mobile,Email,11.58,20,1,B,0.504,True
156,32,Male,India,Mobile,Organic,8.8,20,1,A,0.418,False
157,24,Female,India,Mobile,Organic,17.41,42,3,B,0.732,False
158,34,Male,India,Desktop,Ads,9.93,20,0,B,0.457,False
159,25,Female,UK,Desktop,Email,16.28,38,0,B,0.611,True
160,57,Female,India,Mobile,Ads,9.83,18,1,A,0.418,True
161,57,Male,USA,Mobile,Ads,7.84,12,2,B,0.456,True
162,41,Female,Germany,Mobile,Organic,9.44,19,2,B,0.507,False
163,55,Female,Canada,Mobile,Ads,7.42,16,3,B,0.502,True
164,52,Female,India,Mobile,Social,10.9,23,1,A,0.454,False
165,55,Female,India,Mobile,Ads,12.47,19,2,A,0.48,False
166,41,Male,USA,Desktop,Organic,7.81,16,2,A,0.418,True
167,32,Male,UK,Mobile,Organic,8.89,17,2,B,0.492,False
168,36,Female,Germany,Mobile,Ads,9.28,18,1,B,0.471,True
169,24,Female,UK,Mobile,Ads,12.04,29,0,B,0.523,True
170,43,Female,USA,Desktop,Organic,11.94,28,1,B,0.547,True
171,58,Male,India,Mobile,Ads,11.32,23,1,B,0.516,False
172,60,Female,Germany,Mobile,Organic,9.71,22,1,B,0.495,False
173,45,Female,India,Mobile,Organic,6.49,11,0,A,0.32,True
174,50,Male,India,Mobile,Ads,11.44,18,2,B,0.522,True
175,52,Male,India,Mobile,Organic,12.48,29,2,B,0.588,True
176,30,Female,USA,Desktop,Ads,11.84,26,0,A,0.448,True
177,39,Female,Australia,Mobile,Organic,10.93,20,0,A,0.409,False
178,41,Female,Australia,Desktop,Organic,12.56,26,1,A,0.486,True
179,45,Male,India,Mobile,Organic,9.31,16,4,B,0.551,True
180,56,Female,Canada,Desktop,Organic,10.06,18,4,B,0.569,False
181,38,Male,India,Desktop,Ads,14.62,35,1,A,0.551,False
182,46,Female,India,Mobile,Organic,10.12,17,1,B,0.474,True
183,53,Female,Germany,Mobile,Social,9.95,18,1,B,0.478,False
184,26,Female,India,Desktop,Email,14.05,25,1,A,0.495,True
185,22,Female,USA,Desktop,Ads,16.26,29,1,A,0.538,True
186,32,Female,India,Desktop,Ads,11.48,24,1,A,0.465,False
187,55,Male,India,Mobile,Ads,8.43,15,0,A,0.359,False
188,43,Female,Germany,Mobile,Ads,13.04,28,3,A,0.56,True
189,50,Male,UK,Desktop,Organic,9.6,23,3,B,0.559,False
190,40,Female,India,Mobile,Social,12.5,25,3,A,0.54,True
191,28,Male,India,Mobile,Organic,14.04,23,1,A,0.485,False
192,46,Male,India,Mobile,Organic,10.78,26,1,B,0.526,True
193,45,Male,India,Mobile,Ads,11.21,25,1,B,0.525,False
194,40,Female,Canada,Mobile,Organic,9.49,22,3,B,0.553,True
195,38,Female,India,Mobile,Ads,9.7,22,1,B,0.495,False
196,64,Female,India,Mobile,Email,15.81,31,2,B,0.631,True
197,51,Female,Canada,Desktop,Ads,8.94,19,2,B,0.502,True
198,27,Male,UK,Desktop,Email,12.3,23,2,A,0.498,True
199,30,Male,India,Mobile,Ads,10.3,17,1,A,0.418,False
200,47,Male,UK,Mobile,Organic,9.71,19,4,B,0.57,False
201,21,Female,USA,Desktop,Organic,15.18,27,4,B,0.665,False
202,63,Female,Canada,Desktop,Organic,11.38,18,2,B,0.522,True
203,45,Male,India,Mobile,Email,10.49,25,2,B,0.548,False
204,40,Male,India,Mobile,Ads,9.27,18,1,A,0.413,False
205,23,Female,USA,Mobile,Email,16.56,31,3,A,0.611,False
206,19,Female,India,Mobile,Ads,11.06,27,1,B,0.534,False
207,29,Male,USA,Mobile,Ads,11.48,18,4,A,0.525,False
208,18,Female,USA,Mobile,Organic,17.45,35,2,A,0.61,True
209,60,Female,USA,Desktop,Ads,12.34,25,2,A,0.508,True
210,47,Female,India,Desktop,Organic,12.7,32,3,A,0.577,True
211,27,Male,Australia,Mobile,Email,11.75,21,0,A,0.423,True
212,37,Female,UK,Mobile,Organic,10.57,26,3,B,0.584,False
213,56,Male,USA,Desktop,Organic,11.11,25,1,A,0.466,True
214,39,Male,UK,Desktop,Organic,13.49,22,4,B,0.623,True
215,38,Female,USA,Desktop,Social,12.7,20,1,B,0.515,True
216,42,Female,UK,Mobile,Organic,12.36,23,1,A,0.469,True
217,44,Female,India,Desktop,Organic,11.02,16,5,A,0.54,True
218,22,Male,India,Mobile,Organic,14.16,22,1,B,0.54,True
219,62,Female,Australia,Mobile,Ads,9.47,20,1,B,0.483,False
220,58,Female,India,Mobile,Organic,8.26,20,3,B,0.531,True
221,45,Female,India,Mobile,Ads,12.32,22,1,B,0.521,True
222,49,Male,India,Desktop,Email,8.16,18,2,B,0.49,True
223,62,Female,UK,Mobile,Social,9.67,20,0,B,0.455,True
224,34,Female,India,Mobile,Ads,9.66,15,1,A,0.402,False
225,46,Female,USA,Desktop,Organic,12.86,23,1,A,0.474,True
226,48,Female,Canada,Other,Ads,13.58,26,1,A,0.496,True
227,63,Male,USA,Mobile,Ads,10.73,26,2,A,0.497,True
228,33,Male,India,Mobile,Ads,10.27,21,2,B,0.526,False
229,50,Male,India,Mobile,Organic,10.8,18,4,A,0.518,False
230,20,Male,Canada,Mobile,Social,10.6,22,2,B,0.534,True
231,18,Male,India,Mobile,Ads,12.7,19,4,B,0.6,True
232,58,Female,India,Mobile,Ads,10.83,18,3,A,0.488,False
233,33,Female,India,Desktop,Organic,8.24,19,2,A,0.437,False
234,38,Male,Australia,Mobile,Email,11.73,22,2,A,0.487,True
235,39,Male,India,Mobile,Ads,11.17,24,0,B,0.49,True
236,25,Male,India,Mobile,Ads,13.84,29,1,A,0.513,True
237,48,Male,India,Mobile,Ads,8.35,19,1,B,0.466,True
238,44,Male,India,Mobile,Organic,7.3,16,2,B,0.471,False
239,47,Female,UK,Other,Organic,11.4,23,2,A,0.489,False
240,42,Female,UK,Mobile,Ads,10.89,23,1,A,0.454,True
241,62,Male,India,Mobile,Ads,9.65,21,5,B,0.61,True
242,57,Female,Canada,Other,Organic,9.17,16,4,B,0.55,False
243,57,Male,Australia,Desktop,Organic,5.58,8,1,B,0.384,True
244,55,Male,UK,Mobile,Ads,11.49,24,4,B,0.613,False
245,30,Female,India,Mobile,Organic,8.63,17,2,A,0.431,False
246,29,Male,USA,Desktop,Organic,11.53,23,3,B,0.578,True
247,21,Female,UK,Mobile,Email,19.46,34,2,A,0.625,True
248,47,Female,USA,Other,Ads,6.98,12,1,A,0.36,False
249,63,Male,Canada,Other,Ads,12.06,22,1,B,0.519,True
250,27,Female,UK,Mobile,Organic,14.29,22,4,B,0.631,False
251,30,Female,India,Mobile,Ads,12.41,23,2,B,0.557,True
252,47,Male,India,Mobile,Ads,11.18,18,2,A,0.462,True
253,53,Male,USA,Other,Ads,7.1,13,1,B,0.424,True
254,50,Male,India,Mobile,Ads,9.03,16,0,A,0.37,True
255,64,Female,UK,Desktop,Organic,11.13,17,1,B,0.484,True
256,29,Female,USA,Desktop,Social,15.64,34,2,A,0.586,True
257,29,Female,India,Mobile,Ads,13.2,24,4,B,0.63,False
258,37,Female,India,Mobile,Organic,11.74,24,3,B,0.585,True
259,32,Male,India,Mobile,Ads,10.9,21,3,A,0.504,False
260,38,Female,Canada,Other,Email,14.86,22,1,B,0.547,False
261,59,Female,USA,Mobile,Organic,13.71,23,3,A,0.542,False
262,24,Female,USA,Mobile,Organic,12.45,19,1,B,0.508,True
263,44,Male,Canada,Mobile,Social,7.32,14,1,B,0.431,False
264,23,Female,Australia,Desktop,Organic,16.2,40,0,A,0.562,True
265,54,Female,USA,Mobile,Organic,11.81,20,2,B,0.536,False
266,46,Female,India,Mobile,Ads,10.2,18,3,B,0.54,True
267,60,Female,Australia,Mobile,Email,13.37,24,1,A,0.484,False
268,32,Female,India,Mobile,Ads,10.0,19,4,B,0.573,True
269,19,Male,India,Mobile,Social,8.26,13,4,A,0.468,False
270,33,Female,USA,Desktop,Ads,14.81,26,2,B,0.596,False
271,48,Female,USA,Desktop,Ads,10.54,23,3,A,0.51,True
272,44,Female,India,Mobile,Ads,10.71,16,2,A,0.447,False
273,32,Female,India,Other,Email,11.13,23,2,B,0.544,False
274,62,Female,USA,Other,Organic,10.97,19,4,A,0.525,True
275,32,Male,Australia,Mobile,Email,8.68,13,0,B,0.41,True
276,28,Female,UK,Desktop,Ads,16.14,34,3,A,0.621,False
277,23,Female,UK,Mobile,Organic,19.3,29,2,A,0.598,False
278,38,Female,UK,Desktop,Social,14.61,30,1,B,0.584,False
279,42,Male,Germany,Mobile,Email,9.09,21,2,A,0.456,True
280,48,Female,Germany,Desktop,Organic,12.0,29,1,A,0.495,False
281,36,Male,Germany,Mobile,Social,5.55,10,4,A,0.425,False
282,58,Male,India,Desktop,Organic,8.17,18,6,A,0.552,True
283,25,Male,India,Mobile,Ads,14.69,25,2,B,0.59,True
284,36,Male,UK,Desktop,Email,12.17,19,7,B,0.685,True
285,58,Female,Australia,Desktop,Organic,13.15,25,2,B,0.574,True
286,48,Female,India,Desktop,Organic,14.57,30,1,A,0.526,True
287,22,Female,Australia,Desktop,Ads,15.94,28,2,A,0.559,True
288,49,Male,Canada,Other,Email,8.97,19,4,A,0.505,False
289,58,Male,Canada,Mobile,Ads,11.39,25,2,A,0.499,False
290,62,Male,USA,Other,Email,12.14,21,0,B,0.484,True
291,59,Female,India,Mobile,Ads,10.14,21,2,A,0.466,True
292,51,Female,Australia,Mobile,Ads,11.91,20,3,A,0.509,False
293,45,Male,India,Mobile,Ads,9.34,15,0,A,0.368,True
294,62,Male,India,Mobile,Email,8.89,15,0,B,0.422,True
295,60,Female,Australia,Mobile,Organic,12.73,27,4,A,0.582,False
296,56,Female,India,Mobile,Ads,13.49,31,3,B,0.638,True
297,50,Female,India,Mobile,Organic,12.73,25,5,B,0.66,True
298,19,Male,India,Other,Ads,13.62,29,2,A,0.541,True
299,47,Male,India,Mobile,Ads,7.41,16,2,B,0.472,False
300,52,Female,Australia,Mobile,Email,13.66,21,4,A,0.562,True
301,37,Male,India,Mobile,Social,10.64,23,1,A,0.451,True
302,44,Female,India,Mobile,Organic,10.76,27,3,A,0.533,False
303,36,Male,USA,Mobile,Ads,9.47,15,1,A,0.4,False
304,23,Male,USA,Desktop,Organic,12.11,26,1,A,0.481,True
305,22,Female,Canada,Mobile,Social,16.08,28,0,A,0.501,True
306,30,Female,Germany,Mobile,Organic,7.93,13,4,B,0.522,False
307,25,Female,India,Mobile,Email,9.96,17,1,A,0.415,False
308,42,Female,UK,Mobile,Email,7.88,14,2,A,0.409,False
309,27,Male,India,Mobile,Ads,14.47,26,1,B,0.563,False
310,56,Female,Germany,Desktop,Ads,14.49,22,4,A,0.575,False
311,57,Female,Germany,Mobile,Organic,6.21,11,0,B,0.375,True
312,64,Male,Canada,Mobile,Organic,10.65,22,1,A,0.446,True
313,43,Female,Germany,Desktop,Social,7.17,17,3,A,0.447,False
314,26,Female,India,Mobile,Ads,14.56,25,2,A,0.531,False
315,25,Male,USA,Desktop,Organic,14.53,30,1,A,0.525,False
316,49,Female,Canada,Other,Ads,16.47,34,1,B,0.623,False
317,47,Male,India,Mobile,Email,8.23,17,3,A,0.457,False
318,59,Female,India,Mobile,Ads,12.35,23,2,A,0.499,False
319,46,Female,India,Mobile,Organic,11.88,18,1,B,0.497,False
320,59,Male,India,Mobile,Ads,9.89,18,3,A,0.479,True
321,50,Female,UK,Mobile,Organic,8.49,20,5,A,0.535,True
322,57,Female,India,Mobile,Social,16.49,28,1,A,0.535,True
323,63,Female,USA,Desktop,Organic,17.09,27,3,B,0.654,True
324,62,Female,India,Desktop,Ads,8.86,19,2,A,0.444,False
325,20,Female,Australia,Mobile,Email,15.11,34,2,B,0.639,True
326,59,Female,India,Desktop,Social,8.37,15,2,A,0.419,True
327,60,Male,UK,Desktop,Organic,11.37,21,4,B,0.597,True
328,43,Female,USA,Desktop,Organic,10.75,18,3,A,0.487,True
329,54,Female,UK,Desktop,Email,6.93,16,3,A,0.439,False
330,35,Female,India,Mobile,Ads,11.51,27,1,B,0.538,False
331,30,Female,UK,Mobile,Organic,12.46,26,1,B,0.543,True
332,34,Male,UK,Desktop,Organic,13.45,27,4,B,0.648,True
333,46,Male,UK,Mobile,Ads,9.31,18,3,A,0.473,True
334,29,Male,Germany,Mobile,Social,11.37,18,1,A,0.434,False
335,41,Male,UK,Mobile,Ads,11.36,25,5,A,0.589,False
336,25,Female,UK,Mobile,Email,15.8,24,2,A,0.538,True
337,59,Male,USA,Desktop,Email,8.87,19,1,B,0.472,False
338,32,Male,India,Mobile,Email,10.97,23,3,A,0.515,False
339,38,Male,Germany,Desktop,Organic,8.77,19,3,B,0.531,True
340,62,Female,India,Mobile,Ads,10.01,23,1,B,0.503,False
341,33,Female,USA,Other,Ads,7.96,20,6,B,0.618,False
342,33,Male,UK,Mobile,Organic,4.94,9,3,A,0.384,False
343,62,Male,USA,Mobile,Organic,7.08,13,4,B,0.514,True
344,59,Female,USA,Mobile,Social,15.24,28,1,B,0.58,True
345,64,Female,USA,Desktop,Organic,6.62,15,1,B,0.429,False
346,55,Female,Australia,Desktop,Ads,11.97,28,4,A,0.58,True
347,32,Female,India,Desktop,Organic,17.15,27,4,A,0.627,True
348,52,Male,USA,Desktop,Organic,7.17,13,3,A,0.427,True
349,64,Female,Germany,Mobile,Email,9.71,23,2,B,0.53,True
350,50,Male,UK,Other,Email,10.8,24,2,A,0.488,False
351,54,Male,India,Other,Organic,11.2,26,2,A,0.502,False
352,19,Female,India,Mobile,Social,16.54,38,2,A,0.615,False
353,51,Female,USA,Mobile,Ads,12.31,29,4,B,0.646,False
354,41,Male,USA,Other,Organic,10.86,22,1,B,0.507,False
355,19,Female,UK,Mobile,Ads,17.56,27,5,B,0.719,True
356,56,Female,USA,Mobile,Organic,9.93,18,1,B,0.477,False
357,39,Female,Germany,Mobile,Organic,12.94,23,3,B,0.592,False
358,64,Female,India,Mobile,Organic,14.37,28,2,B,0.602,False
359,52,Male,India,Other,Organic,10.39,16,1,A,0.414,True
360,18,Male,UK,Mobile,Organic,14.86,27,4,A,0.604,True
361,42,Female,Germany,Mobile,Ads,7.5,11,1,A,0.36,False
362,48,Male,India,Mobile,Email,9.66,19,3,A,0.482,True
363,18,Male,Germany,Other,Organic,12.43,18,1,A,0.444,False
364,25,Female,Australia,Mobile,Email,12.68,28,3,B,0.615,True
365,55,Female,Germany,Desktop,Email,8.66,20,2,A,0.447,False
366,21,Female,Germany,Other,Ads,16.86,40,4,B,0.747,False
367,34,Male,Canada,Mobile,Organic,11.05,19,1,A,0.435,False
368,34,Female,USA,Other,Organic,11.45,20,4,B,0.593,False
369,30,Female,Canada,Mobile,Organic,13.31,28,0,B,0.531,True
370,43,Male,Germany,Mobile,Organic,7.59,16,1,A,0.386,False
371,18,Male,USA,Mobile,Email,13.83,28,3,A,0.568,False
372,26,Female,UK,Mobile,Ads,13.13,26,2,B,0.579,True
373,58,Male,Canada,Mobile,Ads,12.69,19,6,B,0.66,False
374,39,Male,India,Mobile,Organic,12.21,22,4,A,0.552,True
375,26,Male,UK,Mobile,Organic,12.35,21,2,A,0.489,False
376,21,Male,India,Mobile,Email,12.89,24,3,A,0.539,False
377,53,Male,Germany,Desktop,Email,11.46,25,3,A,0.53,True
378,48,Female,India,Desktop,Ads,9.63,15,1,B,0.459,False
379,33,Female,USA,Desktop,Ads,17.0,41,0,B,0.633,True
380,30,Female,Germany,Desktop,Email,10.97,18,1,B,0.488,False
381,34,Female,Canada,Mobile,Organic,15.3,25,2,B,0.596,False
382,24,Female,UK,Desktop,Email,14.12,22,2,A,0.511,False
383,57,Female,India,Mobile,Ads,11.93,23,1,B,0.522,True
384,46,Female,India,Mobile,Ads,14.53,22,1,A,0.485,True
385,51,Male,Australia,Mobile,Organic,10.8,21,1,A,0.443,False
386,20,Male,USA,Mobile,Organic,15.06,24,6,B,0.709,True
387,46,Male,India,Mobile,Ads,9.24,20,2,B,0.51,True
388,64,Male,India,Mobile,Ads,9.9,18,4,B,0.567,False
389,42,Female,India,Mobile,Organic,13.84,32,1,A,0.528,True
390,43,Male,India,Other,Organic,10.55,23,2,B,0.538,False
391,26,Male,UK,Desktop,Email,12.93,27,2,B,0.582,False
392,49,Female,UK,Mobile,Email,10.19,18,0,B,0.45,False
393,42,Female,UK,Mobile,Ads,7.35,17,4,B,0.537,False
394,53,Female,USA,Desktop,Ads,12.21,27,2,A,0.517,False
395,58,Male,India,Mobile,Ads,10.31,21,1,B,0.496,True
396,50,Female,India,Mobile,Ads,14.64,35,2,A,0.581,True
397,29,Female,India,Desktop,Ads,18.71,32,1,B,0.635,True
398,51,Male,USA,Desktop,Organic,10.69,16,3,B,0.535,True
399,18,Male,UK,Mobile,Social,14.61,24,3,B,0.614,False
400,36,Male,India,Mobile,Email,11.64,20,0,B,0.474,False
401,47,Male,Canada,Desktop,Email,9.75,17,3,B,0.53,False
402,49,Male,Germany,Desktop,Organic,10.82,18,4,B,0.576,True
403,56,Male,India,Mobile,Organic,7.25,17,3,A,0.448,False
