user_id,age,gender,country,device,session_duration,pages_viewed,previous_orders,traffic_source,experiment_group,session_norm,pages_norm,orders_norm,purchase_prob
32,57,Female,USA,Tablet,2.58,1,4,Organic,B,0.13143211407315564,0.0,0.4444444444444444,0.33184197837018664
33,41,Female,India,Other,6.42,1,1,Social,A,0.3694978301301922,0.0,0.1111111111111111,0.21278845491492734
34,64,Male,USA,Desktop,2.82,3,1,Organic,A,0.1463112213267204,0.1,0.1111111111111111,0.19315113315423296
35,46,Male,USA,Desktop,2.74,3,4,Organic,A,0.1413515189088655,0.1,0.4444444444444444,0.30882585933732865
36,51,Female,India,Mobile,2.12,3,1,Ads,B,0.10291382517048979,0.1,0.1111111111111111,0.23447165392298686
37,22,Male,India,Mobile,2.22,2,0,Ads,A,0.10911345319280845,0.05,0.0,0.1343226906385617
38,48,Female,India,Mobile,5.88,6,4,Social,B,0.33601983880967146,0.25,0.4444444444444444,0.4352595233174898
39,24,Female,India,Desktop,5.34,5,3,Ads,A,0.30254184748915064,0.2,0.3333333333333333,0.3271750361644968
40,64,Female,UK,Desktop,2.48,1,1,Ads,A,0.12523248605083695,0.0,0.1111111111111111,0.16393538609905628
41,39,Male,India,Mobile,7.89,2,2,Organic,A,0.4606323620582765,0.05,0.2222222222222222,0.2824042501894331
42,34,Female,India,Desktop,2.09,3,2,Organic,B,0.10105393676379418,0.1,0.2222222222222222,0.2729885651305366
43,18,Female,Brazil,Mobile,3.52,3,1,Organic,B,0.18970861748295104,0.1,0.1111111111111111,0.2518306123854791
44,49,Female,India,Mobile,3.3,1,4,Organic,B,0.17606943583384996,0.0,0.4444444444444444,0.3407694427223255
45,20,Female,India,Desktop,1.94,3,1,Organic,B,0.09175449473031619,0.1,0.1111111111111111,0.23223978783495214
46,45,Male,USA,Mobile,3.32,3,2,Organic,B,0.17730936143831372,0.1,0.2222222222222222,0.2882396500654405
47,60,Male,USA,Mobile,1.86,4,1,Ads,B,0.08679479231246126,0.15,0.1111111111111111,0.24374784735138116
48,59,Female,India,Desktop,5.13,2,5,Organic,B,0.28952262864228145,0.05,0.5555555555555556,0.41484897017290073
49,32,Female,India,Mobile,3.1,1,1,Ads,B,0.16367017978921267,0.0,0.1111111111111111,0.22162292484673146
50,56,Male,USA,Mobile,2.51,3,0,Organic,B,0.12709237445753255,0.1,0.0,0.2004184748915065
51,57,Female,UK,Desktop,2.45,3,2,Ads,A,0.12337259764414137,0.1,0.2222222222222222,0.22745229730660604
52,39,Male,India,Desktop,3.33,2,2,Ads,B,0.17792932424054558,0.05,0.2222222222222222,0.2758636426258869
53,36,Male,India,Desktop,0.94,4,3,Ads,B,0.02975821450712957,0.15,0.3333333333333333,0.31011830956809255
54,45,Female,India,Tablet,3.93,3,6,Ads,B,0.21512709237445757,0.1,0.6666666666666666,0.4513587518082248
55,35,Female,USA,Mobile,2.35,4,1,Ads,A,0.1171729696218227,0.15,0.1111111111111111,0.19982348281325343
56,62,Female,Brazil,Mobile,1.68,3,2,Organic,B,0.07563546187228766,0.1,0.2222222222222222,0.2679048701522353
57,28,Male,USA,Other,1.96,1,1,Organic,B,0.09299442033477992,0.0,0.1111111111111111,0.20748777295584486
58,30,Male,USA,Mobile,3.2,3,1,Ads,B,0.16986980781153133,0.1,0.1111111111111111,0.24786285045119516
59,56,Male,India,Other,1.93,2,1,Ads,B,0.09113453192808432,0.05,0.1111111111111111,0.21961579527450575
60,45,Female,India,Mobile,2.25,2,0,Organic,B,0.11097334159950403,0.05,0.0,0.18469466831990083
61,19,Male,India,Mobile,6.45,4,1,Ads,A,0.3713577185368878,0.15,0.1111111111111111,0.25066043259626647
62,62,Male,India,Mobile,1.77,2,3,Organic,A,0.08121512709237447,0.05,0.3333333333333333,0.24540969208514157
63,52,Female,India,Mobile,1.2,5,3,Email,A,0.045877247365158094,0.2,0.3333333333333333,0.2758421161396983
64,47,Female,India,Mobile,2.21,3,3,Ads,A,0.10849349039057657,0.1,0.3333333333333333,0.26336536474478195
65,45,Female,India,Mobile,1.76,1,1,Ads,A,0.0805951642901426,0.0,0.1111111111111111,0.1550079217469174
66,56,Male,India,Mobile,4.85,5,2,Email,B,0.2721636701797892,0.2,0.2222222222222222,0.3322105118137356
67,50,Female,Brazil,Other,1.8,6,3,Ads,B,0.08307501549907007,0.25,0.3333333333333333,0.34578166976648067
68,48,Male,India,Mobile,1.48,3,2,Organic,A,0.06323620582765034,0.1,0.2222222222222222,0.21542501894330784
69,48,Female,India,Desktop,4.43,1,0,Organic,B,0.24612523248605084,0.0,0.0,0.19922504649721018
70,27,Female,India,Mobile,2.12,1,3,Ads,A,0.10291382517048979,0.0,0.3333333333333333,0.23724943170076462
71,61,Male,USA,Desktop,5.56,2,3,Organic,B,0.3161810291382517,0.05,0.3333333333333333,0.342402872494317
72,35,Male,USA,Mobile,2.08,2,1,Organic,A,0.10043397396156233,0.05,0.1111111111111111,0.17147568368120136
73,48,Female,India,Mobile,1.08,3,0,Email,B,0.03843769373837571,0.1,0.0,0.18268753874767513
74,18,Female,UK,Other,1.49,3,1,Organic,B,0.0638561686298822,0.1,0.1111111111111111,0.22666012261486534
75,43,Female,India,Mobile,0.75,6,4,Organic,B,0.017978921264724116,0.25,0.4444444444444444,0.37165133980850035
76,32,Male,Germany,Tablet,0.7,2,2,Organic,B,0.014879107253564783,0.05,0.2222222222222222,0.2432535992284907
77,24,Female,India,Mobile,2.7,3,1,Ads,B,0.13887166769993803,0.1,0.1111111111111111,0.2416632224288765
78,64,Male,India,Mobile,3.79,16,1,Email,A,0.20644761314321142,0.75,0.1111111111111111,0.36767841151753117
79,37,Male,USA,Mobile,4.87,2,3,Ads,B,0.273403595784253,0.05,0.3333333333333333,0.33384738582351725
80,38,Female,USA,Desktop,2.99,3,2,Ads,A,0.15685058896466214,0.1,0.2222222222222222,0.2341478955707102
81,57,Male,India,Mobile,4.35,2,3,Social,A,0.2411655300681959,0.05,0.3333333333333333,0.27739977268030586
82,29,Male,UK,Desktop,2.08,5,2,Organic,B,0.10043397396156233,0.2,0.2222222222222222,0.29786457257009025
83,39,Female,India,Tablet,3.49,6,1,Email,B,0.18784872907625544,0.25,0.1111111111111111,0.28895863470414
84,26,Male,India,Desktop,1.04,3,4,Organic,A,0.03595784252944824,0.1,0.4444444444444444,0.2877471240614452
85,30,Female,UK,Mobile,2.16,2,5,Ads,B,0.10539367637941725,0.05,0.5555555555555556,0.3780231797203279
86,52,Female,USA,Mobile,4.9,4,0,Email,A,0.2752634841909486,0.15,0.0,0.19255269683818974
87,28,Male,India,Mobile,2.05,3,2,Organic,B,0.0985740855548667,0.1,0.2222222222222222,0.2724925948887511
88,31,Female,India,Mobile,2.43,6,0,Ads,A,0.12213267203967763,0.25,0.0,0.18692653440793555
89,48,Male,India,Other,5.04,6,3,Ads,A,0.2839429634221947,0.25,0.3333333333333333,0.3359552593511056
90,20,Male,India,Desktop,3.24,6,4,Ads,B,0.1723496590204588,0.25,0.4444444444444444,0.40252548735964727
91,60,Male,UK,Tablet,1.27,2,4,Organic,B,0.05021698698078116,0.05,0.4444444444444444,0.32809895295171176
92,53,Male,India,Mobile,4.57,1,1,Social,B,0.254804711717297,0.0,0.1111111111111111,0.23984983123234832
93,40,Male,India,Mobile,5.02,2,0,Email,B,0.28270303781773093,0.05,0.0,0.2190406075635462
94,39,Female,India,Mobile,1.65,3,3,Organic,B,0.07377557346559206,0.1,0.3333333333333333,0.30642178135978504
95,32,Female,Brazil,Mobile,5.23,2,2,Organic,A,0.29572225666460017,0.05,0.2222222222222222,0.24942222911069784
96,63,Male,India,Mobile,3.04,1,1,Organic,B,0.15995040297582147,0.0,0.1111111111111111,0.22087896948405322
97,48,Female,India,Mobile,2.83,3,2,Ads,A,0.14693118412895229,0.1,0.2222222222222222,0.23216401460356823
98,62,Male,UK,Desktop,1.26,3,1,Organic,B,0.04959702417854929,0.1,0.1111111111111111,0.22380829372459876
99,31,Female,USA,Mobile,4.27,9,2,Organic,B,0.23620582765034098,0.4,0.2222222222222222,0.37501894330784596
100,47,Female,Germany,Mobile,3.7,1,3,Organic,B,0.20086794792312465,0.0,0.3333333333333333,0.3068402562512916
101,62,Female,USA,Mobile,4.04,4,1,Social,A,0.22194668319900807,0.15,0.1111111111111111,0.22077822552869053
102,41,Male,USA,Mobile,3.68,12,0,Social,A,0.1996280223186609,0.55,0.0,0.2774256044637322
103,36,Male,USA,Mobile,2.98,2,2,Ads,A,0.15623062616243028,0.05,0.2222222222222222,0.22152390301026387
104,24,Female,USA,Mobile,2.05,1,2,Ads,A,0.0985740855548667,0.0,0.2222222222222222,0.1974925948887511
105,62,Female,India,Desktop,4.77,1,2,Organic,A,0.2672039677619343,0.0,0.2222222222222222,0.23121857133016466
106,64,Male,India,Mobile,1.01,5,0,Ads,B,0.03409795412275264,0.2,0.0,0.20681959082455054
107,35,Male,USA,Desktop,5.29,2,2,Organic,A,0.29944203347799137,0.05,0.2222222222222222,0.2501661844733761
108,28,Male,UK,Desktop,3.0,4,4,Organic,B,0.157470551766894,0.15,0.4444444444444444,0.37454966590893435
109,42,Female,India,Mobile,1.5,5,3,Email,A,0.06447613143211407,0.2,0.3333333333333333,0.2795618929530895
110,56,Female,Brazil,Other,1.86,2,2,Ads,A,0.08679479231246126,0.05,0.2222222222222222,0.20763673624027001
111,47,Male,India,Mobile,2.18,2,0,Ads,B,0.10663360198388099,0.05,0.0,0.18382672039677622
112,29,Male,India,Tablet,5.69,1,1,Email,B,0.324240545567266,0.0,0.1111111111111111,0.2537369980023421
113,38,Male,UK,Mobile,2.45,1,2,Email,B,0.12337259764414137,0.0,0.2222222222222222,0.25245229730660607
114,27,Female,Germany,Mobile,3.74,1,0,Organic,B,0.20334779913205211,0.0,0.0,0.19066955982641043
115,51,Female,UK,Desktop,5.69,4,4,Social,A,0.324240545567266,0.15,0.4444444444444444,0.35790366466900875
116,42,Female,India,Mobile,3.49,3,2,Email,B,0.18784872907625544,0.1,0.2222222222222222,0.29034752359302884
117,62,Female,Germany,Mobile,2.05,3,0,Email,A,0.0985740855548667,0.1,0.0,0.14471481711097334
118,40,Male,India,Tablet,2.48,2,1,Organic,B,0.12523248605083695,0.05,0.1111111111111111,0.22643538609905628
119,28,Male,India,Mobile,1.64,3,4,Email,B,0.0731556106633602,0.1,0.4444444444444444,0.3451866776882276
120,50,Female,India,Mobile,2.32,3,0,Organic,A,0.1153130812151271,0.1,0.0,0.1480626162430254
121,54,Female,India,Desktop,1.47,1,1,Organic,A,0.06261624302541847,0.0,0.1111111111111111,0.1514121374939726
122,38,Female,UK,Mobile,1.61,2,4,Organic,B,0.07129572225666461,0.05,0.4444444444444444,0.33231470000688845
123,49,Female,USA,Mobile,3.45,4,2,Ads,A,0.18536887786732797,0.15,0.2222222222222222,0.2523515533512434
124,39,Female,USA,Mobile,1.82,5,3,Email,B,0.0843149411035338,0.2,0.3333333333333333,0.3335296548873734
125,34,Female,India,Mobile,2.72,4,2,Organic,A,0.14011159330440176,0.15,0.2222222222222222,0.24330009643865813
126,61,Male,USA,Mobile,1.47,1,2,Organic,A,0.06261624302541847,0.0,0.2222222222222222,0.19030102638286145
127,53,Female,India,Mobile,5.01,1,1,Organic,B,0.28208307501549906,0.0,0.1111111111111111,0.24530550389198874
128,45,Female,India,Mobile,2.88,1,3,Ads,A,0.1500309981401116,0.0,0.3333333333333333,0.24667286629468899
129,60,Male,USA,Mobile,5.21,2,2,Ads,B,0.29448233106013644,0.05,0.2222222222222222,0.2991742439898051
130,64,Male,India,Desktop,2.5,3,2,Ads,B,0.12647241165530068,0.1,0.2222222222222222,0.2780722601088379
131,61,Female,USA,Mobile,1.75,3,2,Organic,B,0.07997520148791074,0.1,0.2222222222222222,0.2687728180753599
132,64,Male,USA,Tablet,1.98,6,1,Organic,A,0.09423434593924365,0.25,0.1111111111111111,0.22023575807673762
133,34,Female,UK,Tablet,2.41,2,3,Organic,A,0.1208927464352139,0.05,0.3333333333333333,0.25334521595370946
134,31,Female,Brazil,Mobile,3.17,4,0,Ads,B,0.16800991940483573,0.15,0.0,0.2211019838809672
135,44,Female,USA,Tablet,2.25,5,1,Email,B,0.11097334159950403,0.2,0.1111111111111111,0.26108355720878973
136,24,Female,USA,Mobile,3.05,3,2,Ads,A,0.1605703657780533,0.1,0.2222222222222222,0.23489185093338844
137,48,Female,USA,Mobile,1.95,4,1,Ads,B,0.09237445753254805,0.15,0.1111111111111111,0.24486378039539852
138,64,Male,UK,Other,2.25,3,4,Organic,B,0.11097334159950403,0.1,0.4444444444444444,0.35275022387545635
139,29,Female,USA,Mobile,5.58,2,3,Organic,A,0.3174209547427155,0.05,0.3333333333333333,0.29265085761520976
140,19,Male,India,Tablet,2.1,5,3,Ads,B,0.10167389956602606,0.2,0.3333333333333333,0.33700144657987186
141,64,Male,USA,Mobile,1.6,2,1,Organic,B,0.07067575945443275,0.05,0.1111111111111111,0.21552404077977544
142,39,Female,India,Other,3.98,4,1,Email,A,0.21822690638561687,0.15,0.1111111111111111,0.2200342701660123
143,25,Female,India,Other,0.7,2,2,Ads,B,0.014879107253564783,0.05,0.2222222222222222,0.2432535992284907
144,33,Female,India,Mobile,6.09,2,1,Ads,B,0.34903905765654064,0.05,0.1111111111111111,0.27119670042019706
145,42,Male,India,Tablet,2.51,4,4,Organic,A,0.12709237445753255,0.15,0.4444444444444444,0.318474030447062
146,20,Male,India,Mobile,2.85,1,2,Organic,A,0.14817110973341602,0.0,0.2222222222222222,0.207411999724461
147,47,Male,USA,Desktop,1.82,2,3,Organic,B,0.0843149411035338,0.05,0.3333333333333333,0.29602965488737343
148,62,Male,USA,Desktop,3.77,2,2,Ads,B,0.20520768753874769,0.05,0.2222222222222222,0.28131931528552734
149,36,Male,India,Tablet,1.91,1,2,Ads,B,0.08989460632362059,0.0,0.2222222222222222,0.24575669904250186
150,46,Female,India,Desktop,3.13,2,2,Organic,A,0.16553006819590826,0.05,0.2222222222222222,0.22338379141695947
151,22,Female,India,Other,4.2,3,0,Organic,A,0.23186608803471795,0.1,0.0,0.1713732176069436
152,37,Female,India,Mobile,4.56,1,3,Organic,B,0.2541847489150651,0.0,0.3333333333333333,0.31750361644967967
153,50,Male,India,Tablet,3.49,4,7,Organic,A,0.18784872907625544,0.15,0.7777777777777778,0.4472919680374733
154,18,Female,USA,Mobile,2.35,5,2,Organic,A,0.1171729696218227,0.2,0.2222222222222222,0.25121237170214233
155,49,Female,USA,Mobile,9.02,5,3,Ads,B,0.5306881587104774,0.2,0.3333333333333333,0.4228042984087621
156,46,Male,India,Mobile,1.98,2,1,Email,B,0.09423434593924365,0.05,0.1111111111111111,0.22023575807673762
157,55,Female,India,Desktop,2.9,2,1,Ads,A,0.15127092374457532,0.05,0.1111111111111111,0.18164307363780396
158,40,Male,India,Mobile,1.14,1,2,Ads,A,0.04215747055176689,0.0,0.2222222222222222,0.18620927188813113
159,27,Male,USA,Desktop,2.3,1,1,Organic,A,0.11407315561066336,0.0,0.1111111111111111,0.16170352001102156
160,29,Female,Brazil,Desktop,2.23,5,4,Email,A,0.1097334159950403,0.2,0.4444444444444444,0.32750223875456363
161,52,Male,India,Mobile,2.38,3,0,Ads,B,0.11903285802851829,0.1,0.0,0.19880657160570364
162,64,Male,India,Mobile,2.07,2,2,Ads,B,0.09981401115933043,0.05,0.2222222222222222,0.26024058000964384
163,26,Female,India,Mobile,2.95,2,1,Ads,A,0.15437073775573468,0.05,0.1111111111111111,0.18226303644003586
164,28,Female,USA,Mobile,5.16,4,1,Organic,A,0.2913825170489771,0.15,0.1111111111111111,0.23466539229868433
165,28,Male,India,Mobile,1.06,5,3,Organic,B,0.03719776813391197,0.2,0.3333333333333333,0.32410622029344904
166,55,Male,USA,Mobile,7.11,5,3,Ads,B,0.412275263484191,0.2,0.3333333333333333,0.3991217193635048
167,21,Female,India,Mobile,3.42,4,4,Ads,A,0.18350898946063238,0.15,0.4444444444444444,0.32975735344768203
168,36,Female,India,Desktop,3.08,3,1,Organic,A,0.16243025418474893,0.1,0.1111111111111111,0.1963749397258387
169,38,Female,India,Mobile,1.81,3,0,Email,A,0.08369497830130193,0.1,0.0,0.14173899566026038
170,23,Male,UK,Desktop,3.75,1,3,Organic,A,0.20396776193428395,0.0,0.3333333333333333,0.25746021905352345
171,40,Female,USA,Mobile,2.35,5,4,Organic,A,0.1171729696218227,0.2,0.4444444444444444,0.3289901494799201
172,61,Female,India,Mobile,4.49,3,2,Organic,B,0.24984500929944206,0.1,0.2222222222222222,0.30274677963766616
173,56,Male,USA,Other,4.83,6,0,Organic,A,0.27092374457532553,0.25,0.0,0.21668474891506512
174,24,Female,UK,Mobile,2.28,3,0,Social,B,0.11283323000619963,0.1,0.0,0.1975666460012399
175,62,Female,UK,Other,1.77,1,3,Ads,B,0.08121512709237447,0.0,0.3333333333333333,0.28290969208514155
176,53,Male,India,Mobile,1.8,4,0,Ads,A,0.08307501549907007,0.15,0.0,0.15411500309981402
177,56,Female,Brazil,Other,2.45,11,0,Organic,A,0.12337259764414137,0.5,0.0,0.2496745195288283
178,32,Male,UK,Mobile,4.13,2,1,Ads,A,0.22752634841909486,0.05,0.1111111111111111,0.1968941585727079
179,26,Female,USA,Mobile,2.57,1,2,Ads,B,0.13081215127092374,0.0,0.2222222222222222,0.2539402080319625
180,64,Female,India,Mobile,1.17,17,3,Social,A,0.04401735895846249,0.8,0.3333333333333333,0.4254701384583592
181,39,Female,USA,Desktop,1.24,2,5,Organic,A,0.04835709857408556,0.05,0.5555555555555556,0.3166158641592616
182,28,Male,USA,Desktop,2.67,3,2,Ads,B,0.1370117792932424,0.1,0.2222222222222222,0.28018013363642624
183,52,Male,Germany,Mobile,3.66,4,1,Ads,A,0.19838809671419716,0.15,0.1111111111111111,0.21606650823172835
184,34,Female,India,Mobile,1.97,5,0,Email,A,0.09361438313701179,0.2,0.0,0.16872287662740237
185,26,Male,USA,Mobile,1.36,4,6,Ads,A,0.055796652200867956,0.15,0.6666666666666666,0.38199266377350694
186,51,Female,USA,Mobile,4.33,1,1,Organic,A,0.2399256044637322,0.0,0.1111111111111111,0.18687400978163535
187,63,Female,India,Mobile,0.94,1,1,Organic,A,0.02975821450712957,0.0,0.1111111111111111,0.1448405317903148
188,36,Male,India,Mobile,4.72,4,1,Organic,A,0.26410415375077495,0.15,0.1111111111111111,0.2292097196390439
189,57,Female,India,Mobile,5.03,2,1,Ads,B,0.28332300061996285,0.05,0.1111111111111111,0.2580534890128815
190,47,Female,India,Tablet,4.91,3,1,Organic,B,0.27588344699318046,0.1,0.1111111111111111,0.269065578287525
191,39,Female,India,Mobile,3.64,4,2,Organic,B,0.19714817110973343,0.15,0.2222222222222222,0.30470741199972445
192,43,Male,India,Tablet,3.7,6,0,Organic,A,0.20086794792312465,0.25,0.0,0.20267358958462495
193,47,Female,India,Mobile,4.25,3,1,Organic,B,0.23496590204587725,0.1,0.1111111111111111,0.26088206929806435
194,29,Female,India,Desktop,3.64,4,1,Email,B,0.19714817110973343,0.15,0.1111111111111111,0.2658185231108356
195,53,Female,USA,Mobile,1.52,3,4,Organic,A,0.06571605703657782,0.1,0.4444444444444444,0.2936987669628711
196,24,Female,USA,Tablet,2.78,8,1,Organic,B,0.14383137011779293,0.35,0.1111111111111111,0.30515516291244743
197,58,Female,India,Mobile,1.83,1,1,Ads,A,0.08493490390576566,0.0,0.1111111111111111,0.15587586967004202
198,19,Female,USA,Other,3.92,2,1,Social,B,0.21450712957222567,0.05,0.1111111111111111,0.24429031480333407
199,38,Male,Brazil,Desktop,2.5,2,2,Ads,B,0.12647241165530068,0.05,0.2222222222222222,0.2655722601088379
200,44,Female,India,Tablet,1.53,4,3,Ads,B,0.06633601983880968,0.15,0.3333333333333333,0.31743387063442857
201,18,Female,India,Mobile,5.07,2,1,Ads,A,0.2858028518288903,0.05,0.1111111111111111,0.20854945925466697
202,31,Male,Brazil,Mobile,8.07,1,2,Organic,A,0.47179169249845015,0.0,0.2222222222222222,0.2721361162774678
203,19,Female,USA,Mobile,1.8,2,2,Social,B,0.08307501549907007,0.05,0.2222222222222222,0.25689278087759176
204,40,Female,India,Desktop,1.69,2,5,Organic,B,0.07625542467451953,0.05,0.5555555555555556,0.37219552937934836
205,43,Male,UK,Desktop,1.46,1,2,Organic,B,0.061996280223186616,0.0,0.2222222222222222,0.24017703382241506
206,42,Female,India,Desktop,1.13,2,1,Organic,B,0.041537507749535026,0.05,0.1111111111111111,0.2096963904387959
207,32,Female,India,Desktop,3.38,3,1,Ads,B,0.1810291382517049,0.1,0.1111111111111111,0.2500947165392299
208,46,Male,USA,Tablet,3.17,1,1,Organic,B,0.16800991940483573,0.0,0.1111111111111111,0.22249087276985607
209,45,Female,Germany,Other,1.76,3,2,Organic,A,0.0805951642901426,0.1,0.2222222222222222,0.2188968106358063
210,56,Female,India,Desktop,3.24,3,1,Organic,B,0.1723496590204588,0.1,0.1111111111111111,0.24835882069298065
211,21,Male,India,Mobile,1.53,4,3,Email,A,0.06633601983880968,0.15,0.3333333333333333,0.2674338706344286
212,47,Female,USA,Mobile,3.89,5,0,Organic,B,0.2126472411655301,0.2,0.0,0.24252944823310602
213,64,Female,USA,Other,5.01,3,2,Organic,B,0.28208307501549906,0.1,0.2222222222222222,0.30919439278087757
214,27,Female,USA,Desktop,3.51,3,0,Organic,B,0.18908865468071917,0.1,0.0,0.21281773093614387
215,59,Female,India,Desktop,3.15,4,2,Ads,B,0.166769993800372,0.15,0.2222222222222222,0.29863177653785217
216,27,Male,USA,Desktop,2.41,2,4,Organic,A,0.1208927464352139,0.05,0.4444444444444444,0.2922341048425983
217,39,Female,India,Mobile,3.85,3,1,Email,A,0.2101673899566026,0.1,0.1111111111111111,0.20592236688020943
218,33,Female,USA,Desktop,7.46,2,1,Organic,A,0.4339739615623063,0.05,0.1111111111111111,0.23818368120135017
219,56,Female,India,Mobile,2.96,1,3,Ads,A,0.15499070055796654,0.0,0.3333333333333333,0.24766480677825997
220,57,Female,USA,Mobile,1.99,2,4,Ads,A,0.09485430874147552,0.05,0.4444444444444444,0.28702641730385065
221,60,Female,UK,Mobile,2.06,2,5,Organic,A,0.09919404835709858,0.05,0.5555555555555556,0.3267832541158642
222,30,Female,USA,Mobile,2.64,6,2,Organic,A,0.13515189088654683,0.25,0.2222222222222222,0.26730815595508717
223,56,Male,USA,Tablet,4.12,4,2,Organic,A,0.22690638561686302,0.15,0.2222222222222222,0.2606590549011504
224,47,Female,India,Mobile,5.15,1,2,Ads,A,0.29076255424674524,0.0,0.2222222222222222,0.23593028862712684
225,30,Female,USA,Mobile,3.02,2,2,Email,A,0.15871047737135774,0.05,0.2222222222222222,0.22201987325204936
226,59,Female,UK,Desktop,3.2,3,1,Organic,B,0.16986980781153133,0.1,0.1111111111111111,0.24786285045119516
227,43,Male,UK,Other,2.32,4,1,Ads,A,0.1153130812151271,0.15,0.1111111111111111,0.19945150513191431
228,48,Female,USA,Other,3.12,2,1,Social,B,0.1649101053936764,0.05,0.1111111111111111,0.23437090996762422
229,56,Female,Brazil,Mobile,2.61,2,3,Email,B,0.1332920024798512,0.05,0.3333333333333333,0.3058250671626369
230,44,Male,India,Other,2.88,2,3,Organic,A,0.1500309981401116,0.05,0.3333333333333333,0.259172866294689
231,21,Male,USA,Desktop,1.89,2,2,Email,A,0.08865468071915686,0.05,0.2222222222222222,0.20800871392160913
232,29,Male,India,Mobile,2.09,7,1,Organic,A,0.10105393676379418,0.3,0.1111111111111111,0.2340996762416477
233,52,Male,UK,Other,4.22,5,3,Organic,B,0.23310601363918165,0.2,0.3333333333333333,0.36328786939450297
234,56,Female,USA,Desktop,1.36,2,5,Ads,B,0.055796652200867956,0.05,0.5555555555555556,0.36810377488461804
235,18,Female,UK,Desktop,3.09,4,2,Ads,A,0.16305021698698077,0.15,0.2222222222222222,0.24788782117517394
236,33,Female,India,Other,3.77,3,2,Ads,B,0.20520768753874769,0.1,0.2222222222222222,0.2938193152855273
